Place name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Coordinates
Pitorafik,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.098589'), Decimal('58.464048'))"
Erbogaçen,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('123.362449'), Decimal('66.788511'))"
Zhukovsky,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.117727'), Decimal('55.56167'))"
Gulf Lawrence (Lawrence),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-71.970927'), Decimal('46.619124'))"
Zeyskaya,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.087987'), Decimal('53.690803'))"
Zonalnoe,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.756348'), Decimal('50.669311'))"
Zыrjanka,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.898525'), Decimal('65.740391'))"
Ivanovo (Yuzhny),2014,915,1329,1418,980,1490,1958,3219,3272,1803,2163,1694,137.86,22043,"(Decimal('40.94371'), Decimal('56.942303'))"
Igarka,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.61538'), Decimal('67.442834'))"
Vorkuta,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.434979'), Decimal('63.201582'))"
Izhevsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.45064'), Decimal('56.830871'))"
Izhma,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.962626'), Decimal('65.026271'))"
Indiga,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.047682'), Decimal('67.645944'))"
Inta,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.11825'), Decimal('66.053127'))"
Yoshkar-Ola,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.906786'), Decimal('56.700099'))"
Irkutsk,2014,116379,107249,121643,116910,124988,158389,181889,187533,153224,135763,127218,1090.99,1661261,"(Decimal('104.355777'), Decimal('52.273103'))"
Harbin,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.033972'), Decimal('44.267001'))"
Kazan,2014,114165,110492,134313,144845,173802,198161,221222,212756,204049,165738,134636,372.1,1942408,"(Decimal('49.298591'), Decimal('55.608089'))"
Kazachinskoye (Kazachinsko),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('107.568638'), Decimal('56.277428'))"
Kaliningrad (Hrabrovo),2014,79770,71249,89049,104428,131683,159370,180732,180356,134177,115847,107352,528.01,1460060,"(Decimal('20.58582'), Decimal('54.883038'))"
Kaluga,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.366974'), Decimal('54.54689'))"
Karatayka,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.412462'), Decimal('68.764539'))"
Starobachaty,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
cedar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('79.459059'), Decimal('57.616471'))"
Kemerovo,2014,34947,30804,33486,31618,38976,46944,53746,50579,43152,36170,33648,651.79,463809,"(Decimal('86.118863'), Decimal('55.28199'))"
Keperveem,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.145801'), Decimal('67.844582'))"
Ust-kut,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.051455'), Decimal('57.770078'))"
Kirov,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('49.346758'), Decimal('58.4975'))"
Kogalym,2014,10812,10077,11385,11023,11697,11208,11439,11421,10857,10274,10718,64.15,131730,"(Decimal('74.5295'), Decimal('62.195565'))"
Kodinsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.102052'), Decimal('58.47899'))"
Kolpaşevo,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Komsomolsk-on-Amur,2014,246,51,36,86,941,3791,5061,4912,3908,2751,2118,366.6,26082,"(Decimal('136.929004'), Decimal('50.403351'))"
Kondinskoye,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('67.421005'), Decimal('59.654312'))"
Koryaki (Koryaksky),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Kostroma,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.013303'), Decimal('57.807633'))"
Kotkin,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('51.114283'), Decimal('67.027658'))"
Kotlas,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.703403'), Decimal('61.237562'))"
Krasnodar (Paszkowski),2014,209411,196909,229924,247755,310454,350965,398595,407981,330502,273002,241693,641.24,3420385,"(Decimal('39.139669'), Decimal('45.033923'))"
Krasnoselkup,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.460555'), Decimal('65.716517'))"
Krasnoyarsk (Emelyanovo),2014,147865,132299,150617,144978,155998,195231,226335,240236,192931,163251,147564,1521.67,2045249,"(Decimal('92.486391'), Decimal('56.180578'))"
Krasnoyarsk (Cheremshanka),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.486391'), Decimal('56.180578'))"
Mound,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.411582'), Decimal('55.462896'))"
Kurilsk (Clear),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Kursk (Eastern),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.282442'), Decimal('51.749429'))"
red,2014,1050,985,1418,2327,2200,2727,3259,1793,3264,1897,1698,5.6,24099,"(Decimal('94.40495'), Decimal('51.676108'))"
Labozhskoe,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.092791'), Decimal('67.329986'))"
Zabaykalsk,2014,3967,4004,4802,5423,5110,6099,6451,6344,5513,5989,5174,53.74,64317,"(Decimal('114.831553'), Decimal('60.722585'))"
Лешуконское,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.739403'), Decimal('64.893683'))"
Lipetsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.524561'), Decimal('52.698037'))"
Magadan (Magadan-13),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.918648'), Decimal('59.623593'))"
Magadan (Falcon),2014,18721,19816,23961,25017,26798,33574,41779,42453,37139,30751,24515,731,348907,"(Decimal('150.73116'), Decimal('59.914272'))"
Magnitogorsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.761516'), Decimal('53.391002'))"
Maikop,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mom,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.894758'), Decimal('58.314348'))"
Manila,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('165.340345'), Decimal('62.48391'))"
brand,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('170.415063'), Decimal('64.668558'))"
Makhachkala (Uytash),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.655707'), Decimal('42.820909'))"
Mezhdurechensk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mezen,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.214755'), Decimal('65.873771'))"
Milkovo,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.568826'), Decimal('54.681956'))"
Mineral water,2014,105193,90549,122385,132655,161207,190214,210427,225851,198257,171737,160804,183.9,1921453,"(Decimal('43.087648'), Decimal('44.217799'))"
Peaceful,2014,14835,14044,16320,17457,19188,26854,25311,25324,21137,18631,16769,1242.91,234191,"(Decimal('114.022431'), Decimal('62.531382'))"
Moscow (Bykovo),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Vnukovo),2014,868272,722543,842121,917628,1078283,1335063,1472957,1471543,1152543,952506,943448,3457.68,12733118,"(Decimal('37.295014'), Decimal('55.608562'))"
Moscow (Domodedovo),2014,2167390,1941580,2228026,2387686,2749632,3384496,3843127,4010112,3263567,2712059,2242013,15356.81,33039531,"(Decimal('37.767995'), Decimal('55.437168'))"
Moscow (Ostafyevo),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Sheremetyevo),2014,2074938,1959340,2354750,2424155,2626337,2936286,3330083,3432239,3003312,2687801,2227559,17161.3,31259662,"(Decimal('37.405974'), Decimal('55.962962'))"
Мотыгино,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('94.738926'), Decimal('58.181907'))"
Murmansk,2014,42695,40611,48322,48570,58480,67813,73705,71428,58776,54318,49514,182.4,667065,"(Decimal('32.758163'), Decimal('68.784743'))"
Cape Schmidt,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.380105'), Decimal('68.864431'))"
Cape-Stone,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nadym,2014,11829,10617,11664,12227,16652,17650,16734,17575,15526,14660,13305,56.58,173769,"(Decimal('72.69258'), Decimal('65.479934'))"
Nazran (Magas / Sleptsovskaya),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nalchik,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('43.635863'), Decimal('43.508409'))"
Naryan-Mar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.086319'), Decimal('67.633534'))"
Nelkan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.162463'), Decimal('57.648494'))"
Nerungri (Chulman),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.899763'), Decimal('56.905386'))"
Nes,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.666347'), Decimal('66.596872'))"
Nižneangarsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('109.599145'), Decimal('55.801344'))"
Nizhnevartovsk,2014,45069,39006,44560,47558,54696,72208,80272,82614,63472,53162,46875,490.1,678029,"(Decimal('76.494691'), Decimal('60.951112'))"
Kazan (Begiševo),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.101325'), Decimal('55.564404'))"
Nizhneudinsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.063101'), Decimal('54.896019'))"
Nizhny Novgorod (Strigino),2014,62250,62924,75476,77980,110223,124834,129608,130684,122201,92436,72159,145.65,1126755,"(Decimal('43.791127'), Decimal('56.219628'))"
lower Pesha,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.722119'), Decimal('66.739662'))"
Nikolaevsk-on-Amur,2014,2506,2359,2810,3094,3000,3470,3835,3820,3743,3660,3325,7.28,38515,"(Decimal('140.663597'), Decimal('53.149961'))"
Nikolskoye,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.043519'), Decimal('55.177036'))"
Novokuznetsk,2014,17072,14909,18020,13467,12934,18644,21970,22004,18470,18200,18118,117,213770,"(Decimal('86.864303'), Decimal('53.805377'))"
Novosibirsk (North),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.667491'), Decimal('55.009425'))"
Novosibirsk (Tolmachyovo),2014,266583,240589,267478,265049,299469,375774,435058,448877,357400,306706,283637,2214.8,3829667,"(Decimal('82.667491'), Decimal('55.009425'))"
New Urengoy,2014,55719,53874,61363,62460,70019,72677,76524,80068,75365,70298,65253,293.3,815679,"(Decimal('76.522422'), Decimal('66.072965'))"
Nogliki,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.140926'), Decimal('51.788476'))"
Norilsk,2014,29338,23492,26887,31500,46721,51584,56916,58335,53136,37679,29562,1563.65,477216,"(Decimal('87.342342'), Decimal('69.325039'))"
Norilьsk (But),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.342342'), Decimal('69.325039'))"
Noyabrsk,2014,16095,15263,16956,17195,19531,22800,23722,23026,20410,18230,17160,78.8,230062,"(Decimal('75.274455'), Decimal('63.181841'))"
Нюрба,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.364259'), Decimal('63.298313'))"
Nyagan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.605995'), Decimal('62.101946'))"
Luengo,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.534636'), Decimal('51.501392'))"
Olekminsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.464672'), Decimal('60.397143'))"
SUV,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.47608'), Decimal('68.514229'))"
ohm,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.507902'), Decimal('66.65247'))"
Omolon,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('160.545443'), Decimal('65.236944'))"
Omsk (central),2014,67356,57990,63063,67930,83560,109705,127906,135833,104907,76349,71545,341,1037808,"(Decimal('73.007305'), Decimal('55.085528'))"
Omsukçan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.740193'), Decimal('62.459104'))"
Eagle (South),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.01938'), Decimal('52.932788'))"
Orenburg (central),2014,34510,32683,37936,41178,57510,72561,80462,82524,70803,54874,47201,135.69,661133,"(Decimal('55.457063'), Decimal('51.79139'))"
Orsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.593863'), Decimal('51.076909'))"
Ossora,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('163.064409'), Decimal('59.232256'))"
Okha,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.890431'), Decimal('53.517945'))"
Okhotsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.065575'), Decimal('59.413192'))"
Palana,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.892476'), Decimal('59.0835'))"
Pahachi,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('169.120483'), Decimal('60.555631'))"
Pevek,2014,1207,1315,1064,2011,1646,1707,2532,1996,2764,1941,1380,120,21102,"(Decimal('170.602999'), Decimal('69.788315'))"
Penza,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.023041'), Decimal('53.118367'))"
Perm (Bakharevka),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('56.010461'), Decimal('57.91612'))"
Perm (Bolshoye Savino),2014,76364,76520,94040,94053,116977,139339,148921,149546,130691,109469,88889,236.48,1315144,"(Decimal('56.010461'), Decimal('57.91612'))"
Gerbil (Kolguev Island),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.249107'), Decimal('69.186265'))"
Petrozavodsk (Besovets),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petrozavodsk (Sands),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petropavlovsk (Yelizovo),2014,38356,33015,39371,40272,48862,58631,71983,75911,65088,53681,44319,1162.7,613737,"(Decimal('158.425285'), Decimal('53.169328'))"
Pechora,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.142913'), Decimal('65.116912'))"
pioneer,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('76.278861'), Decimal('59.152775'))"
Plast,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.289996'), Decimal('44.815586'))"
Podkamyennaya Tunguska,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.009799'), Decimal('61.599826'))"
Pauline Osipenko,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.473657'), Decimal('52.43876'))"
Polar,2014,3466,3274,3295,3328,4601,5303,6507,5918,5232,4538,3732,135.1,53589,"(Decimal('112.038215'), Decimal('66.400137'))"
Providence (Providence Harbor),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-173.230419'), Decimal('64.38401'))"
Pskov (crosses),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('28.392072'), Decimal('57.797486'))"
Rogachevo (Amderma-2),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.477414'), Decimal('71.609701'))"
Rostov-on-Don,2014,144216,127141,158647,179511,229351,254147,276528,273767,194749,180543,161803,479,2340295,"(Decimal('39.929081'), Decimal('47.488342'))"
Rostov-on-Don (fee),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.929081'), Decimal('47.488342'))"
Sabetta,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('72.046997'), Decimal('71.219177'))"
Sakkırır,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
Salekhard,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('66.586569'), Decimal('66.59012'))"
Samara (Kurumoch),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Samara (Smyshlyaevka),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Sangar,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.4196'), Decimal('63.958127'))"
Saint Petersburg (Pulkovo),2014,836269,752701,898800,993753,1259543,1626631,1753930,1753314,1404624,1119049,933984,2603,14264732,"(Decimal('30.273027'), Decimal('59.79977'))"
Saransk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.217131'), Decimal('54.137932'))"
Saratov (central),2014,27013,26217,31293,33418,38734,49087,57593,58908,50336,40606,35142,54.7,481820,"(Decimal('106.644236'), Decimal('47.454355'))"
Saskılah,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.084658'), Decimal('71.92841'))"
Svetlogorsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('88.410025'), Decimal('66.842607'))"
North-Yenisei,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('93.016353'), Decimal('60.373043'))"
North Even,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.230687'), Decimal('61.919039'))"
Seymçan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('152.413453'), Decimal('62.923512'))"
Simferopol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.980968'), Decimal('45.036235'))"
sheaf,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.019969'), Decimal('66.739116'))"
Sobolevo,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.966326'), Decimal('54.305068'))"
Sovetskaya Gavan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.052545'), Decimal('48.933734'))"
Soviet,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('63.600884'), Decimal('61.331802'))"
Solovki,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('35.723241'), Decimal('65.029939'))"
Sochi,2014,163955,349878,181765,149146,182475,305862,395459,416650,351227,249885,164977,168.53,3065644,"(Decimal('39.941316'), Decimal('43.44837'))"
Среднеколымск,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('153.718705'), Decimal('67.46549'))"
Stavropol (Shpakovskoye),2014,19856,21902,25800,29235,31812,33242,33471,35994,31207,30447,24912,95,343213,"(Decimal('42.105169'), Decimal('45.112737'))"
Stary Oskol,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('37.76778'), Decimal('51.32412'))"
Strezhevoy,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.64952'), Decimal('60.717274'))"
Samsearn,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('117.640738'), Decimal('62.183775'))"
Surgut,2014,92648,84178,95785,96060,112881,141662,159479,159685,123621,100036,92816,488.3,1353287,"(Decimal('73.40807'), Decimal('61.340204'))"
Syktyvkar,2014,25748,23495,27758,29942,35664,50064,57703,59016,46961,36122,28742,82.3,450351,"(Decimal('50.851293'), Decimal('61.663805'))"
Taganrog (Southern),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.880433'), Decimal('47.197978'))"
Taz,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.647108'), Decimal('67.484725'))"
Таксимо,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.922175'), Decimal('56.360153'))"
Talakan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.038938'), Decimal('59.867032'))"
Tambov,2014,1002,1293,1490,2143,2368,3489,3884,4179,2773,2118,1691,0,28095,"(Decimal('41.491404'), Decimal('52.803629'))"
Container,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('74.288446'), Decimal('56.904246'))"
Tarko-Sale,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.789172'), Decimal('64.922685'))"
Shalym,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.826031'), Decimal('52.766419'))"
Tigil,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.713895'), Decimal('57.776817'))"
Tiksi,2014,1000,1104,1434,1425,1244,2235,2222,2459,2030,1515,1118,38.8,19009,"(Decimal('128.888094'), Decimal('71.698596'))"
Tilichiki,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.026819'), Decimal('60.382823'))"
Tobolsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Tolka,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.049414'), Decimal('63.989903'))"
Tomsk (Bogashevo),2014,33522,33093,36965,38123,40314,52895,59292,62879,51249,44763,40038,206.32,533465,"(Decimal('85.209517'), Decimal('56.388412'))"
Troitsky-Pechora,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Tugur,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.832992'), Decimal('53.775856'))"
Travel (Mountain),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('100.430957'), Decimal('64.329908'))"
Turukhansk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.929463'), Decimal('65.795497'))"
Ust-Tsilma,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.760632'), Decimal('55.282031'))"
Tyumen (Plekhanovo),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.395861'), Decimal('57.168009'))"
Tyumen (Roschino),2014,87682,81812,94922,94853,109319,142322,159705,165716,129148,108336,95516,473,1369094,"(Decimal('65.348628'), Decimal('57.181514'))"
Uda,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Ulan Ude (Mukhino),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('107.443646'), Decimal('51.804919'))"
Ulyanovsk (Barataevka),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.798606'), Decimal('54.41412'))"
Ulyanovsk (East),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.798606'), Decimal('54.41412'))"
Nyagan,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.82368'), Decimal('60.117041'))"
Flora,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('134.439745'), Decimal('57.726967'))"
Urengoy,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.433372'), Decimal('65.963601'))"
Usinsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.376287'), Decimal('66.00273'))"
Ust-Kamchatsk,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('162.695013'), Decimal('56.237582'))"
Ust-Kara,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.954205'), Decimal('69.254814'))"
Ust-Kuyga,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.627498'), Decimal('70.006067'))"
Ust-Kut,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('105.716276'), Decimal('56.857224'))"
Ust-Maya,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('134.452645'), Decimal('60.364288'))"
Ust-Nera,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.118711'), Decimal('64.549707'))"
Ust-Khairyuzovo,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.738087'), Decimal('57.094231'))"
Ust-Tsilma,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.18592'), Decimal('65.432179'))"
Ufa,2014,155741,141234,167796,168504,209195,238456,261610,267025,226477,190122,165828,416.88,2356467,"(Decimal('55.883529'), Decimal('54.566329'))"
Ukhta,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.804729'), Decimal('63.555549'))"
Khabarovsk (MVL),2014,497,433,530,1141,586,800,790,1289,966,919,798,7.1,9411,"(Decimal('135.171082'), Decimal('48.525706'))"
Khabarovsk (New),2014,132113,129088,142158,135256,145983,180010,213426,218750,177197,163620,147493,2417.3,1924253,"(Decimal('135.171082'), Decimal('48.525706'))"
royal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.849746'), Decimal('62.786965'))"
Khanty-Mansiysk,2014,17943,17605,21753,22057,22290,26373,25815,28330,24181,24122,25514,66.47,278553,"(Decimal('69.095798'), Decimal('61.026144'))"
Harwell,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('59.555959'), Decimal('66.84556'))"
Khatanga,2014,847,591,693,1032,1442,1646,1728,2213,1707,1298,859,282.83,15364,"(Decimal('102.473016'), Decimal('71.978434'))"
Herpuchi,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('138.824395'), Decimal('52.976379'))"
Honuu (Girl),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.251985'), Decimal('66.451866'))"
Khorey Vere,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.04802'), Decimal('67.416494'))"
remedy,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.27157'), Decimal('56.912812'))"
Cheboksary,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.320195'), Decimal('56.082722'))"
Chyegdomyn,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Chelyabinsk (Balandino),2014,88111,82601,93230,96267,121201,145619,156428,164996,138329,109349,95109,325.95,1394142,"(Decimal('61.509282'), Decimal('55.298164'))"
Cherepovets,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.02088'), Decimal('59.281551'))"
Cherskiy,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('161.32298'), Decimal('68.747259'))"
